date, pm25, pm10, o3, no2
2019-01-02,119, ,53,25
2019-01-03,83, ,61,31
2019-01-04,67, ,79,37
2019-01-09,60, ,53,25
2019-01-10,70, ,64,21
2019-01-11,68, ,66,19
2019-01-12,64, ,48,26
2019-01-13,86, ,46,15
2019-01-14,67, ,40,16
2019-01-15,68, ,62,31
2019-01-16,81, ,70,24
2019-01-17,86, ,52,28
2019-01-18,85, ,58,23
2019-01-19,67, ,60,24
2019-01-20,65, ,49,19
2019-01-21,53, ,61,30
2019-01-23,50,27,45,23
2019-01-24,47,32,35,19
2019-01-25,55,23,42,16
2019-01-26,44,22,38,16
2019-01-27,42,17,47,13
2019-01-28,42,30,42,21
2019-01-29,57,35,81,21
2019-01-30,68,26,44,23
2019-01-31,49,22,40,19
2019-02-01,41,25,56,21
2019-02-02,48,37,100,24
2019-02-03,78,40,98,20
2019-02-04,83,35,84,21
2019-02-05,71,42,72,29
2019-02-06,80,43,98,29
2019-02-07,80,47,68,29
2019-02-08,84,36,38,16
2019-02-09,64,35,55,20
2019-02-10,78,26,78,15
2019-02-11,61,35,80,18
2019-02-12,70,45,56,21
2019-02-13,78,39,56,27
2019-02-14,93,27,50,15
2019-02-15,66,29,85,19
2019-02-16,61,29,75,17
2019-02-17,60,29,69,15
2019-02-18,62,29,29,21
2019-02-19,58,20,30,17
2019-02-20,36,11,23,9
2019-02-21,18,11,23,6
2019-02-22,15,15,29,13
2019-02-23,27,22,56,13
2019-02-24,44,22,48,12
2019-02-25,54,35,60,26
2019-02-26,80,22,50,21
2019-02-27,52,20,46,21
2019-02-28,40,26,67,23
2019-03-01,50,28,20, 
2019-03-02,59, , , 
2019-03-04,68,32,30, 
2019-03-05,65, , , 
2019-03-09,52,33,87,14
2019-03-10,71,38,82,12
2019-03-11,79,39,77,14
2019-03-12,74,30,52,21
2019-03-13,57,31,71,18
2019-03-14,56,40,85,20
2019-03-15,75,44,60,14
2019-03-16,84,37,51,17
2019-03-17,69,40,80,19
2019-03-18,88,32,48,12
2019-03-19,63,31,43,18
2019-03-20,58,32,65,19
2019-03-21,57,35,55,19
2019-03-22,72,27,47,15
2019-03-23,56,22,56,13
2019-03-24,45,25,97,13
2019-03-25,60,30,57,15
2019-03-26,48,21,52,14
2019-03-27,28,28,50,15
2019-03-28,53,30,65,22
2019-03-29,46,50,88,22
2019-03-30,90,53,110,21
2019-03-31,96,45,102,12
2019-04-01,94,44,67,21
2018-10-02,44, , , 
2018-10-03,40, , , 
2018-10-04,36, , , 
2018-10-11,77, ,62, 
2018-10-12,84, ,51,22
2018-10-13,63, ,36,14
2018-10-14,49, ,30,9
2018-10-15,28, ,31,18
2018-10-16,41, ,55,19
2018-10-17,44, ,13,18
2018-10-18,37, ,16,17
2018-10-19,33, ,19,15
2018-11-16,51, ,60,26
2018-11-17,50, ,76,24
2018-11-18,56, ,82,25
2018-11-19,71, ,72,24
2018-11-20,64, ,73,31
2018-11-21,71, ,61,32
2018-11-22,82, ,83,31
2018-12-05,98, ,26,23
2018-12-06,61, ,55,24
2018-12-14,33, ,26,27
2018-12-15,56, ,50,40
2018-12-16,153, ,68,31
2018-12-17,116, ,68,38
2018-12-18,103, ,75,36
2018-12-19,106, ,35,21
2018-12-20,54, ,41,24
2018-12-21,40, ,52,34
2018-12-22,63, ,73,37
2018-12-23,106, ,88,31
2018-12-24,101, ,77,31
2018-12-25,89, ,115,29
2018-12-26,158, ,48,25
2018-12-27,78, ,38,22
2018-12-28,47, ,37,23
2018-12-29,45, ,55,22
2018-12-30,66, ,37,15
2018-12-31,60, , , 
2018-07-11,45,19,44,15
2018-07-12,56,22,48,21
2018-07-13,58,30,51,19
2018-07-14,76,42,69,19
2018-07-15,46,20,48,20
2018-07-16,83,49, , 
2018-07-17,85,55, , 
2018-07-27,62, ,73,17
2018-07-28,71, ,69,20
2018-09-04,74, ,56,21
2018-09-05,66, ,65,21
2018-09-06,57, ,59,24
2018-09-07,45, ,29,18
2018-09-10,81, ,65,13
2018-09-11,66, ,57,15
2018-09-12,65, ,43,21
2018-09-13,70, ,60,26
2018-09-14,64, ,55,28
2018-09-15,51, ,46,15
2018-09-16,45, ,42,18
2018-09-17,76, ,39,18
2018-09-25,60, , ,16
2018-09-26,52, , ,16
2018-09-27,54, , ,13
2018-09-28,54, , , 
2018-09-29,50, , , 
2018-09-30,60, , , 
2018-10-01,54, , , 
2018-05-21,67,21,89,15
2018-05-22,77,30,73,25
2018-05-24,77,36,96,24
2018-05-25,64,33,72,24
2018-05-26,66,35,54,18
2018-05-27,55,24,76,16
2018-05-28,48,20, ,19
2018-06-06,64,35,110,20
2018-06-08,95,39,100,18
2018-06-09,63,28,71,17
2018-06-10,70,27,58,14
2018-06-11,47,20,73,11
2018-06-12,60,26,53,18
2018-06-13,74,26,26,28
2018-06-14,47,12,13,25
2018-06-15,55,19,28,26
2018-06-16,63,23,38,28
2018-06-23,37,11,28,14
2018-06-25,61,25, , 
2018-06-26,55,29,59,25
2018-06-27,58,23,63,22
2018-06-28,50,17,63,18
2018-06-29,47,18,50,22
2016-10-29,31,20,48,16
2016-10-30,40, ,50,14
2020-07-08, ,7,19,10
2020-07-20, ,25,79,14
2020-05-21, ,55,90,14
2020-03-19, ,38,22,15
2020-02-17, ,31,33,18
2020-01-01, ,15,16,6
2020-01-20, ,24,7,25
2019-07-01, ,11,31,17
2019-07-18, ,34,60,18
2019-05-13, ,64,90,21
2019-06-05, ,15, , 
2019-06-25, ,16,40,19
2019-01-22, ,30,53,23
2019-03-03, ,33,71, 
2019-03-08, ,28,68,14
2018-07-04, ,28,48,16
2018-07-05, ,37,68,26
2018-07-06, ,32,36,14
2018-07-07, ,22,29,16
2018-07-08, ,15,55,13
2018-07-09, ,20,46,13
2018-07-10, ,33,62,18
2018-07-18, ,30,58,14
2018-07-19, ,19,77,16
2018-08-03, ,16,38,14
2018-08-04, ,16,21,16
2018-08-05, ,16,32,17
2018-08-06, ,16,53,14
2018-08-07, ,10,32,15
2018-08-08, ,23,71,17
2018-08-09, ,23,68,19
2018-08-10, ,23,48,18
2018-08-11, ,20,62,25
2018-08-12, ,23,55,19
2018-08-13, ,14,34,19
2018-08-14, ,18,40,17
2018-08-15, ,19,48,15
2018-08-16, ,24,46,22
2018-08-17, ,24,66,22
2018-08-18, ,23,76,19
2018-08-19, ,19,64,14
2018-08-20, ,14,79,12
2018-08-21, ,22,50,18
2018-08-22, ,13,23,20
2018-08-23, ,18,39,16
2018-08-24, ,20,45,18
2018-08-25, ,22,56,24
2018-08-26, ,25,66,16
2018-08-27, ,14,55,12
2018-08-28, ,23,56,20
2018-08-29, ,12,29,19
2018-08-30, ,16,36,25
2018-05-17, ,36,62,23
2018-05-18, ,30,65,18
2018-05-19, ,30,67,26
2018-05-20, ,31,81,18
2018-05-23, ,29,75,26
2018-05-29, ,25, ,25
2018-05-30, ,25,44,25
2018-05-31, ,30,54,23
2018-06-01, ,28,50,21
2018-06-02, ,36,73,20
2018-06-03, ,35,70,12
2018-06-04, ,24,43,9
2018-06-05, ,23,60,13
2018-06-07, ,44,113,22
2018-06-17, ,24,60,20
2018-06-18, ,10,34,16
2018-06-19, ,11,14,18
2018-06-20, ,8,36,17
2018-06-21, ,18,39,20
2018-06-22, ,22,34,22
2018-06-30, ,16,13,19
2016-10-28, ,18,24,21
2020-07-06, , ,49,11
2020-07-07, , ,35,9
2020-05-20, , ,70,13
2019-05-11, , ,108,12
2019-05-12, , ,95,12
2019-06-22, , ,84,15
2019-06-23, , ,47,11
2019-06-24, , ,32,19
2019-01-01, , ,96,17
2019-01-05, , ,84,29
2019-01-06, , ,77,23
2019-01-07, , ,53,26
2019-01-08, , ,54,30
2018-11-14, , ,3,26
2018-11-15, , ,36,25
2018-11-23, , ,99,36
2018-11-24, , ,94,25
2018-11-25, , ,45,20
2018-11-26, , ,41,27
2018-11-27, , ,50,24
2018-11-28, , ,27,13
2018-11-29, , ,27,12
2018-11-30, , ,17,17
2018-12-01, , ,43,16
2018-12-02, , ,59,18
2018-12-03, , ,71,31
2018-12-04, , ,85,31
2018-12-07, , ,32,20
2018-12-08, , ,40,17
2018-12-09, , ,43,18
