date, pm25, pm10, o3, no2
2017-10-31,87,49,64,23
2017-11-01,94,57,15,30
2017-11-02,107,48,46,25
2017-11-03,96,41,33,24
2017-11-04,61,45,34,23
2017-11-05,71,41,47,20
2017-11-06,79,49,31,25
2017-11-07,67,57,34,26
2017-11-08,65,49,35,24
2017-11-09,61,48,45,21
2017-11-10,86,44,35,18
2017-11-11,74,31,37,15
2017-11-12,49,36,35,14
2017-11-13,64,26,28,12
2017-11-14,28,23,29,13
2017-11-15,28,47,36,21
2017-11-16,88,48,34,24
2017-11-17,64,58,34,24
2017-11-18,89,64,40,28
2017-11-19,93,33,28,16
2017-11-20,53,46,40,20
2017-11-21,82,64,12,33
2017-11-22,99,46,42,18
2017-11-23,49,47,41,23
2017-11-24,65,68,60,44
2017-11-25,101,79,62,40
2017-11-26,126,48,37,27
2017-11-27,71,42,44,26
2017-11-28,68,55,51,30
2017-11-29,95,73,41,31
2017-11-30,95,55,38,26
2017-12-01,87,56,35,29
2017-12-02,98,37,4,35
2017-12-03,50, , , 
2017-12-06,108,63,57,41
2017-12-07,96,73,37,29
2017-12-08,88,53,28,18
2017-12-09,48,47,33,22
2017-12-10,61,43,36,24
2017-12-11,66,53,38,38
2017-12-12,82,70,17,30
2017-12-13,92,68,53,41
2017-12-14,109,144,62,52
2017-12-15,156,76,34,38
2017-12-16,99,45,25,25
2017-12-17,76,38,37,28
2017-12-18,62,58,44,36
2017-12-19,86,62,53,33
2017-12-20,93,79,58,38
2017-12-21,116, , , 
2017-07-02,60,26,41,17
2017-07-03,63,29,39,20
2017-07-04,64,31,33,26
2017-07-05,63,24,20,26
2017-07-06,53,28,28,20
2017-07-07,58,17,23,15
2017-07-08,37,13,18,13
2017-07-09,31,17,17,19
2017-07-10,46,25,32,23
2017-07-11,62,25,31,26
2017-07-12,64,29,38,26
2017-07-13,73,49,66,27
2017-07-14,109,35,41,15
2017-07-15,50,32,41,14
2017-07-16,57,30,46,18
2017-07-17,61,42,39,23
2017-07-18,82,40,37,24
2017-07-19,77,38,31,21
2017-07-20,67,35,43,21
2017-07-21,54,26,38,25
2017-07-22,56,39,48,24
2017-07-23,77,35,37,21
2017-07-24,73,41, ,27
2017-07-25,82,40,37,31
2017-07-26,82,23,32,20
2017-07-27,42,38,47,23
2017-07-28,76,35,46,19
2017-07-29,64,37,60,18
2017-07-30,62,39,55,17
2017-07-31,69,29,40,14
2017-08-01,43,38,45,16
2017-08-02,55,32,42,16
2017-08-03,51,35,54,20
2017-08-04,61,28,34,23
2017-08-05,57,41,59,19
